interview_id,application_id,interview_round,scheduled_date,completed_date,interview_format,interviewer_role,score,recommendation,no_show
INT004271,APP016763,1,2024-04-27,2024-04-27,Video,Hiring Manager,2.4,Reject,False
INT004272,APP016767,1,2025-04-14,2025-04-14,On-site,Hiring Manager,3.9,Proceed,False
INT004273,APP016768,1,2025-09-08,2025-09-08,On-site,Hiring Manager,4.3,Proceed,False
INT004274,APP016769,1,2024-09-14,2024-09-14,Video,Hiring Manager,2.8,Hold,False
INT004275,APP016771,1,2025-09-11,2025-09-11,On-site,Hiring Manager,3.4,Proceed,False
INT004276,APP016776,1,2025-04-01,2025-04-01,Phone,Hiring Manager,2.6,Reject,False
INT004277,APP016782,1,2024-04-17,2024-04-17,On-site,Hiring Manager,4.4,Proceed,False
INT004278,APP016784,1,2025-07-13,2025-07-13,Video,Hiring Manager,4.6,Proceed,False
INT004279,APP016786,1,2024-05-13,2024-05-13,Video,Hiring Manager,4.4,Proceed,False
INT004280,APP016790,1,2024-03-13,2024-03-13,Video,Hiring Manager,2.0,Reject,False
INT004281,APP016795,1,2025-06-11,2025-06-11,Video,Hiring Manager,5.0,Proceed,False
INT004282,APP016797,1,2026-01-22,2026-01-22,Video,Hiring Manager,2.5,Reject,False
INT004283,APP016799,1,2025-09-07,2025-09-07,Video,Hiring Manager,2.7,Reject,False
INT004284,APP016799,2,2025-09-14,2025-09-14,On-site,Panel,2.5,Hold,False
INT004285,APP016800,1,2025-10-23,2025-10-23,Video,Hiring Manager,3.5,Proceed,False
INT004286,APP016803,1,2025-08-10,2025-08-10,Video,Hiring Manager,3.0,Hold,False
INT004287,APP016806,1,2025-11-21,2025-11-21,Video,Hiring Manager,4.2,Proceed,False
INT004288,APP016806,2,2025-11-29,2025-11-29,On-site,Panel,4.8,Proceed,False
INT004289,APP016822,1,2024-03-23,2024-03-23,Video,Hiring Manager,5.0,Proceed,False
INT004290,APP016845,1,2024-09-24,2024-09-24,Video,Hiring Manager,3.7,Proceed,False
INT004291,APP016849,1,2025-10-16,2025-10-16,On-site,Hiring Manager,3.4,Proceed,False
INT004292,APP016854,1,2024-11-28,2024-11-28,Video,Hiring Manager,2.4,Reject,False
INT004293,APP016858,1,2024-12-08,2024-12-08,Video,Hiring Manager,2.7,Reject,False
INT004294,APP016860,1,2025-09-06,2025-09-06,Video,Hiring Manager,2.9,Hold,False
INT004295,APP016862,1,2024-04-19,2024-04-19,Video,Hiring Manager,2.1,Reject,False
INT004296,APP016865,1,2024-12-12,2024-12-12,On-site,Hiring Manager,2.4,Reject,False
INT004297,APP016874,1,2024-10-02,2024-10-02,Video,Hiring Manager,3.7,Proceed,False
INT004298,APP016882,1,2024-11-26,2024-11-26,Video,Hiring Manager,3.8,Proceed,False
INT004299,APP016883,1,2024-08-29,2024-08-29,On-site,Hiring Manager,2.9,Hold,False
INT004300,APP016892,1,2025-03-22,2025-03-22,Video,Hiring Manager,3.5,Proceed,False
INT004301,APP016898,1,2024-11-12,2024-11-12,Phone,Hiring Manager,5.0,Proceed,False
INT004302,APP016901,1,2024-04-29,2024-04-29,Video,Hiring Manager,4.1,Proceed,False
INT004303,APP016909,1,2025-01-01,2025-01-01,On-site,Hiring Manager,2.8,Hold,False
INT004304,APP016911,1,2024-09-02,2024-09-02,On-site,Hiring Manager,3.5,Proceed,False
INT004305,APP016913,1,2025-08-04,2025-08-04,Video,Hiring Manager,5.0,Proceed,False
INT004306,APP016914,1,2024-09-20,2024-09-20,On-site,Hiring Manager,4.2,Proceed,False
INT004307,APP016921,1,2025-12-03,2025-12-03,Phone,Hiring Manager,3.4,Proceed,False
INT004308,APP016924,1,2025-10-04,2025-10-04,On-site,Hiring Manager,3.1,Hold,False
INT004309,APP016927,1,2025-04-15,2025-04-15,Video,Hiring Manager,3.6,Proceed,False
INT004310,APP016928,1,2024-12-23,2024-12-23,Video,Hiring Manager,3.2,Hold,False
INT004311,APP016931,1,2024-12-30,2024-12-30,On-site,Hiring Manager,3.1,Hold,False
INT004312,APP016940,1,2024-08-29,2024-08-29,On-site,Hiring Manager,3.6,Proceed,False
INT004313,APP016949,1,2025-04-06,2025-04-06,On-site,Hiring Manager,5.0,Proceed,False
INT004314,APP016951,1,2025-07-05,2025-07-05,Video,Hiring Manager,2.1,Reject,False
INT004315,APP016960,1,2025-08-03,2025-08-03,Video,Hiring Manager,3.7,Proceed,False
INT004316,APP016960,2,2025-08-09,2025-08-09,On-site,Panel,3.9,Proceed,False
INT004317,APP016967,1,2024-04-30,2024-04-30,On-site,Hiring Manager,3.6,Proceed,False
INT004318,APP016971,1,2024-07-18,2024-07-18,On-site,Hiring Manager,4.4,Proceed,False
INT004319,APP016972,1,2025-09-28,2025-09-28,Video,Hiring Manager,2.8,Hold,False
INT004320,APP016978,1,2025-10-26,2025-10-26,On-site,Hiring Manager,4.7,Proceed,False
INT004321,APP016984,1,2024-04-13,2024-04-13,On-site,Hiring Manager,4.1,Proceed,False
INT004322,APP016988,1,2025-08-27,2025-08-27,On-site,Hiring Manager,5.0,Proceed,False
INT004323,APP016989,1,2025-07-18,2025-07-18,Video,Hiring Manager,4.0,Proceed,False
INT004324,APP017006,1,2025-01-13,2025-01-13,Video,Hiring Manager,3.2,Hold,False
INT004325,APP017011,1,2025-11-08,2025-11-08,Phone,Hiring Manager,3.9,Proceed,False
INT004326,APP017022,1,2025-09-03,2025-09-03,Video,Hiring Manager,2.1,Reject,False
INT004327,APP017028,1,2025-06-03,2025-06-03,On-site,Hiring Manager,4.6,Proceed,False
INT004328,APP017029,1,2025-05-12,2025-05-12,Video,Hiring Manager,5.0,Proceed,False
INT004329,APP017030,1,2024-12-23,2024-12-23,On-site,Hiring Manager,5.0,Proceed,False
INT004330,APP017034,1,2025-01-09,2025-01-09,Video,Hiring Manager,3.9,Proceed,False
INT004331,APP017050,1,2025-02-02,2025-02-02,On-site,Hiring Manager,4.0,Proceed,False
INT004332,APP017055,1,2024-12-10,2024-12-10,On-site,Hiring Manager,3.7,Proceed,False
INT004333,APP017057,1,2025-06-28,2025-06-28,Video,Hiring Manager,3.3,Hold,False
INT004334,APP017060,1,2024-12-07,2024-12-07,On-site,Hiring Manager,4.2,Proceed,False
INT004335,APP017062,1,2025-03-29,2025-03-29,On-site,Hiring Manager,3.2,Hold,False
INT004336,APP017070,1,2024-09-19,2024-09-19,Video,Hiring Manager,5.0,Proceed,False
INT004337,APP017074,1,2025-08-01,2025-08-01,Video,Hiring Manager,3.3,Hold,False
INT004338,APP017075,1,2024-08-22,2024-08-22,On-site,Hiring Manager,3.9,Proceed,False
INT004339,APP017078,1,2025-08-08,2025-08-08,On-site,Hiring Manager,4.5,Proceed,False
INT004340,APP017083,1,2024-11-28,2024-11-28,On-site,Hiring Manager,3.1,Hold,False
INT004341,APP017086,1,2025-06-02,2025-06-02,Video,Hiring Manager,4.7,Proceed,False
INT004342,APP017087,1,2025-04-19,2025-04-19,Video,Hiring Manager,3.4,Proceed,False
INT004343,APP017094,1,2024-03-31,2024-03-31,Video,Hiring Manager,3.2,Hold,False
INT004344,APP017095,1,2024-11-28,2024-11-28,Video,Hiring Manager,5.0,Proceed,False
INT004345,APP017098,1,2025-03-04,2025-03-04,On-site,Hiring Manager,2.8,Hold,False
INT004346,APP017099,1,2024-03-28,2024-03-28,On-site,Hiring Manager,3.6,Proceed,False
INT004347,APP017100,1,2024-08-08,2024-08-08,On-site,Hiring Manager,2.4,Reject,False
INT004348,APP017105,1,2024-12-01,2024-12-01,Video,Hiring Manager,1.7,Reject,False
INT004349,APP017107,1,2025-12-11,2025-12-11,On-site,Hiring Manager,2.6,Reject,False
INT004350,APP017108,1,2025-02-16,2025-02-16,On-site,Hiring Manager,4.6,Proceed,False
INT004351,APP017111,1,2024-12-21,2024-12-21,Video,Hiring Manager,4.9,Proceed,False
INT004352,APP017117,1,2024-04-22,2024-04-22,On-site,Hiring Manager,3.0,Hold,False
INT004353,APP017117,2,2024-05-01,2024-05-01,On-site,Panel,3.5,Proceed,False
INT004354,APP017120,1,2024-10-01,2024-10-01,Video,Hiring Manager,3.2,Hold,False
INT004355,APP017139,1,2024-05-20,2024-05-20,Video,Hiring Manager,4.9,Proceed,False
INT004356,APP017140,1,2024-03-15,2024-03-15,Video,Hiring Manager,3.9,Proceed,False
INT004357,APP017142,1,2025-11-07,2025-11-07,Phone,Hiring Manager,4.4,Proceed,False
INT004358,APP017152,1,2025-07-27,2025-07-27,Video,Hiring Manager,3.2,Hold,False
INT004359,APP017153,1,2025-05-20,2025-05-20,On-site,Hiring Manager,2.1,Reject,False
INT004360,APP017159,1,2025-04-17,2025-04-17,Video,Hiring Manager,4.0,Proceed,False
INT004361,APP017177,1,2025-08-25,2025-08-25,Video,Hiring Manager,3.9,Proceed,False
INT004362,APP017178,1,2025-05-10,2025-05-10,Video,Hiring Manager,2.7,Reject,False
INT004363,APP017179,1,2024-04-11,2024-04-11,Video,Hiring Manager,2.5,Reject,False
INT004364,APP017182,1,2024-09-15,2024-09-15,Video,Hiring Manager,3.1,Hold,False
INT004365,APP017184,1,2025-04-24,2025-04-24,Video,Hiring Manager,2.5,Reject,False
INT004366,APP017186,1,2025-08-30,2025-08-30,On-site,Hiring Manager,2.4,Reject,False
INT004367,APP017187,1,2025-11-29,2025-11-29,On-site,Hiring Manager,4.4,Proceed,False
INT004368,APP017189,1,2024-12-13,2024-12-13,On-site,Hiring Manager,2.5,Reject,False
INT004369,APP017194,1,2025-01-03,2025-01-03,On-site,Hiring Manager,3.0,Hold,False
INT004370,APP017196,1,2025-04-09,2025-04-09,Phone,Hiring Manager,3.1,Hold,False
INT004371,APP017212,1,2025-10-09,2025-10-09,Video,Hiring Manager,3.7,Proceed,False
INT004372,APP017219,1,2025-12-09,2025-12-09,On-site,Hiring Manager,5.0,Proceed,False
INT004373,APP017222,1,2026-01-09,2026-01-09,Video,Hiring Manager,4.4,Proceed,False
INT004374,APP017225,1,2024-02-04,2024-02-04,On-site,Hiring Manager,3.2,Hold,False
INT004375,APP017225,2,2024-02-15,2024-02-15,On-site,Panel,2.0,Hold,False
INT004376,APP017229,1,2024-04-12,2024-04-12,Video,Hiring Manager,3.3,Hold,False
INT004377,APP017229,2,2024-04-22,2024-04-22,On-site,Panel,3.2,Hold,False
INT004378,APP017231,1,2024-09-30,2024-09-30,Video,Hiring Manager,3.0,Hold,False
INT004379,APP017233,1,2025-01-12,2025-01-12,Phone,Hiring Manager,4.2,Proceed,False
INT004380,APP017240,1,2025-11-25,2025-11-25,On-site,Hiring Manager,3.7,Proceed,False
INT004381,APP017242,1,2025-03-30,2025-03-30,Video,Hiring Manager,2.3,Reject,False
INT004382,APP017244,1,2025-07-05,2025-07-05,Video,Hiring Manager,1.4,Reject,False
INT004383,APP017244,2,2025-07-13,2025-07-13,On-site,Panel,1.8,Hold,False
INT004384,APP017254,1,2024-03-24,2024-03-24,Video,Hiring Manager,3.0,Hold,False
INT004385,APP017255,1,2025-03-04,2025-03-04,Video,Hiring Manager,3.2,Hold,False
INT004386,APP017257,1,2024-11-12,2024-11-12,On-site,Hiring Manager,4.3,Proceed,False
INT004387,APP017257,2,2024-11-20,2024-11-20,On-site,Panel,5.0,Proceed,False
INT004388,APP017259,1,2025-10-27,2025-10-27,Video,Hiring Manager,3.0,Hold,False
INT004389,APP017260,1,2024-10-23,2024-10-23,Video,Hiring Manager,3.1,Hold,False
INT004390,APP017265,1,2025-11-27,2025-11-27,On-site,Hiring Manager,3.2,Hold,False
INT004391,APP017281,1,2024-04-15,2024-04-15,On-site,Hiring Manager,3.1,Hold,False
INT004392,APP017282,1,2025-06-04,2025-06-04,On-site,Hiring Manager,3.2,Hold,False
INT004393,APP017282,2,2025-06-12,2025-06-12,On-site,Panel,3.0,Hold,False
INT004394,APP017286,1,2025-05-02,2025-05-02,Phone,Hiring Manager,3.9,Proceed,False
INT004395,APP017287,1,2025-01-17,2025-01-17,Phone,Hiring Manager,4.1,Proceed,False
INT004396,APP017288,1,2024-07-12,2024-07-12,Video,Hiring Manager,4.0,Proceed,False
INT004397,APP017289,1,2024-09-04,2024-09-04,On-site,Hiring Manager,3.6,Proceed,False
INT004398,APP017295,1,2025-02-25,2025-02-25,On-site,Hiring Manager,2.6,Reject,False
INT004399,APP017298,1,2025-09-12,2025-09-12,Video,Hiring Manager,4.8,Proceed,False
INT004400,APP017301,1,2025-09-27,2025-09-27,Video,Hiring Manager,2.4,Reject,False
INT004401,APP017309,1,2024-11-12,2024-11-12,Video,Hiring Manager,3.8,Proceed,False
INT004402,APP017314,1,2025-01-05,2025-01-05,On-site,Hiring Manager,4.1,Proceed,False
INT004403,APP017323,1,2024-03-19,2024-03-19,On-site,Hiring Manager,3.0,Hold,False
INT004404,APP017325,1,2025-03-07,2025-03-07,On-site,Hiring Manager,2.2,Reject,False
INT004405,APP017326,1,2024-12-08,2024-12-08,On-site,Hiring Manager,3.2,Hold,False
INT004406,APP017327,1,2024-06-28,2024-06-28,On-site,Hiring Manager,2.2,Reject,False
INT004407,APP017329,1,2024-06-17,2024-06-17,Video,Hiring Manager,3.3,Hold,False
INT004408,APP017333,1,2025-02-23,2025-02-23,On-site,Hiring Manager,3.7,Proceed,False
INT004409,APP017338,1,2025-01-22,2025-01-22,Video,Hiring Manager,3.3,Hold,False
INT004410,APP017341,1,2025-04-02,2025-04-02,On-site,Hiring Manager,3.7,Proceed,False
INT004411,APP017358,1,2025-03-21,2025-03-21,Video,Hiring Manager,3.1,Hold,False
INT004412,APP017359,1,2024-04-07,2024-04-07,On-site,Hiring Manager,2.4,Reject,False
INT004413,APP017361,1,2024-04-30,2024-04-30,Video,Hiring Manager,2.7,Reject,False
INT004414,APP017368,1,2024-05-29,2024-05-29,On-site,Hiring Manager,3.9,Proceed,False
INT004415,APP017369,1,2024-03-18,2024-03-18,Video,Hiring Manager,5.0,Proceed,False
INT004416,APP017371,1,2025-11-26,2025-11-26,Video,Hiring Manager,4.3,Proceed,False
INT004417,APP017383,1,2024-07-17,2024-07-17,On-site,Hiring Manager,2.7,Reject,False
INT004418,APP017392,1,2025-02-11,2025-02-11,On-site,Hiring Manager,3.0,Hold,False
INT004419,APP017392,2,2025-02-15,2025-02-15,Video,Panel,1.7,Hold,False
INT004420,APP017404,1,2025-10-15,2025-10-15,On-site,Hiring Manager,3.4,Proceed,False
INT004421,APP017405,1,2024-12-24,2024-12-24,On-site,Hiring Manager,4.2,Proceed,False
INT004422,APP017407,1,2025-06-08,2025-06-08,Video,Hiring Manager,4.0,Proceed,False
INT004423,APP017409,1,2025-12-22,2025-12-22,On-site,Hiring Manager,2.2,Reject,False
INT004424,APP017427,1,2024-12-25,2024-12-25,On-site,Hiring Manager,3.3,Hold,False
INT004425,APP017430,1,2024-10-09,2024-10-09,Video,Hiring Manager,3.7,Proceed,False
INT004426,APP017445,1,2025-05-16,2025-05-16,Video,Hiring Manager,3.6,Proceed,False
INT004427,APP017455,1,2025-01-13,2025-01-13,Video,Hiring Manager,,Proceed,False
INT004428,APP017459,1,2025-10-06,2025-10-06,Phone,Hiring Manager,2.8,Hold,False
INT004429,APP017464,1,2024-03-02,2024-03-02,Video,Hiring Manager,4.3,Proceed,False
INT004430,APP017473,1,2024-08-20,2024-08-20,On-site,Hiring Manager,3.6,Proceed,False
INT004431,APP017476,1,2025-05-12,2025-05-12,On-site,Hiring Manager,3.4,Proceed,False
INT004432,APP017478,1,2024-02-16,2024-02-16,On-site,Hiring Manager,3.7,Proceed,False
INT004433,APP017479,1,2025-03-11,2025-03-11,Video,Hiring Manager,3.9,Proceed,False
INT004434,APP017480,1,2024-04-04,2024-04-04,Video,Hiring Manager,2.4,Reject,False
INT004435,APP017491,1,2025-10-12,2025-10-12,On-site,Hiring Manager,,Reject,False
INT004436,APP017492,1,2025-09-08,2025-09-08,Video,Hiring Manager,3.2,Hold,False
INT004437,APP017493,1,2024-09-17,2024-09-17,On-site,Hiring Manager,3.6,Proceed,False
INT004438,APP017495,1,2024-10-16,2024-10-16,On-site,Hiring Manager,3.2,Hold,False
INT004439,APP017495,2,2024-10-25,2024-10-25,On-site,Panel,4.1,Proceed,False
INT004440,APP017496,1,2025-05-30,2025-05-30,On-site,Hiring Manager,3.7,Proceed,False
INT004441,APP017505,1,2024-04-28,2024-04-28,On-site,Hiring Manager,3.6,Proceed,False
INT004442,APP017506,1,2025-05-10,2025-05-10,Video,Hiring Manager,3.5,Proceed,False
INT004443,APP017512,1,2025-08-30,2025-08-30,Phone,Hiring Manager,2.6,Reject,False
INT004444,APP017515,1,2024-04-26,2024-04-26,Video,Hiring Manager,2.4,Reject,False
INT004445,APP017520,1,2024-04-12,2024-04-12,Video,Hiring Manager,2.1,Reject,False
INT004446,APP017523,1,2025-05-09,2025-05-09,Video,Hiring Manager,3.2,Hold,False
INT004447,APP017524,1,2025-02-06,2025-02-06,Video,Hiring Manager,3.6,Proceed,False
INT004448,APP017524,2,2025-02-11,2025-02-11,On-site,Panel,2.7,Hold,False
INT004449,APP017534,1,2025-07-02,2025-07-02,Video,Hiring Manager,3.1,Hold,False
INT004450,APP017537,1,2025-01-09,2025-01-09,Video,Hiring Manager,5.0,Proceed,False
INT004451,APP017537,2,2025-01-19,2025-01-19,On-site,Panel,4.8,Proceed,False
INT004452,APP017538,1,2025-11-07,2025-11-07,Video,Hiring Manager,1.5,Reject,False
INT004453,APP017539,1,2024-08-12,2024-08-12,On-site,Hiring Manager,3.6,Proceed,False
INT004454,APP017541,1,2024-11-07,2024-11-07,Video,Hiring Manager,3.7,Proceed,False
INT004455,APP017541,2,2024-11-12,2024-11-12,On-site,Panel,4.6,Proceed,False
INT004456,APP017555,1,2025-04-22,2025-04-22,On-site,Hiring Manager,3.5,Proceed,False
INT004457,APP017559,1,2025-06-02,2025-06-02,Video,Hiring Manager,4.7,Proceed,False
INT004458,APP017559,2,2025-06-07,2025-06-07,On-site,Panel,3.9,Proceed,False
INT004459,APP017563,1,2025-02-14,2025-02-14,Video,Hiring Manager,3.1,Hold,False
INT004460,APP017566,1,2025-03-15,2025-03-15,Video,Hiring Manager,3.0,Hold,False
INT004461,APP017569,1,2025-12-27,2025-12-27,Phone,Hiring Manager,4.5,Proceed,False
INT004462,APP017571,1,2025-05-24,2025-05-24,Video,Hiring Manager,1.8,Reject,False
INT004463,APP017574,1,2025-03-25,2025-03-25,Video,Hiring Manager,3.3,Hold,False
INT004464,APP017574,2,2025-04-05,2025-04-05,On-site,Panel,3.6,Proceed,False
INT004465,APP017581,1,2024-07-07,2024-07-07,On-site,Hiring Manager,3.2,Hold,False
INT004466,APP017583,1,2024-10-21,2024-10-21,On-site,Hiring Manager,2.6,Reject,False
INT004467,APP017584,1,2024-11-10,2024-11-10,Video,Hiring Manager,2.5,Reject,False
INT004468,APP017595,1,2024-11-28,2024-11-28,Video,Hiring Manager,5.0,Proceed,False
INT004469,APP017610,1,2025-07-12,2025-07-12,Video,Hiring Manager,5.0,Proceed,False
INT004470,APP017618,1,2024-08-13,2024-08-13,Phone,Hiring Manager,3.7,Proceed,False
INT004471,APP017618,2,2024-08-20,2024-08-20,On-site,Panel,4.2,Proceed,False
INT004472,APP017620,1,2024-11-26,2024-11-26,Video,Hiring Manager,2.5,Reject,False
INT004473,APP017623,1,2025-02-25,2025-02-25,Phone,Hiring Manager,1.4,Reject,False
INT004474,APP017623,2,2025-03-02,2025-03-02,On-site,Panel,2.0,Hold,False
INT004475,APP017625,1,2025-08-27,2025-08-27,Video,Hiring Manager,2.2,Reject,False
INT004476,APP017630,1,2025-04-01,2025-04-01,Video,Hiring Manager,3.6,Proceed,False
INT004477,APP017640,1,2024-11-29,2024-11-29,Video,Hiring Manager,2.2,Reject,False
INT004478,APP017643,1,2025-05-11,2025-05-11,Video,Hiring Manager,4.3,Proceed,False
INT004479,APP017643,2,2025-05-15,2025-05-15,On-site,Panel,4.7,Proceed,False
INT004480,APP017648,1,2024-07-08,2024-07-08,On-site,Hiring Manager,3.6,Proceed,False
INT004481,APP017650,1,2024-06-09,2024-06-09,On-site,Hiring Manager,4.4,Proceed,False
INT004482,APP017656,1,2024-09-15,2024-09-15,On-site,Hiring Manager,2.6,Reject,False
INT004483,APP017656,2,2024-09-22,2024-09-22,On-site,Panel,3.6,Proceed,False
INT004484,APP017661,1,2025-05-04,2025-05-04,On-site,Hiring Manager,4.1,Proceed,False
INT004485,APP017662,1,2026-01-11,2026-01-11,On-site,Hiring Manager,2.8,Hold,False
INT004486,APP017666,1,2024-07-02,2024-07-02,Video,Hiring Manager,4.1,Proceed,False
INT004487,APP017667,1,2024-04-09,2024-04-09,Video,Hiring Manager,2.0,Reject,False
INT004488,APP017667,2,2024-04-14,2024-04-14,On-site,Panel,1.4,Hold,False
INT004489,APP017671,1,2025-01-25,2025-01-25,Phone,Hiring Manager,5.0,Proceed,False
INT004490,APP017686,1,2025-02-13,2025-02-13,Video,Hiring Manager,3.6,Proceed,False
INT004491,APP017699,1,2025-06-23,2025-06-23,On-site,Hiring Manager,4.4,Proceed,False
INT004492,APP017706,1,2025-05-27,2025-05-27,Video,Hiring Manager,4.1,Proceed,False
INT004493,APP017708,1,2024-05-09,2024-05-09,Video,Hiring Manager,3.4,Proceed,False
INT004494,APP017721,1,2025-07-06,2025-07-06,Video,Hiring Manager,2.8,Hold,False
INT004495,APP017721,2,2025-07-11,2025-07-11,On-site,Panel,3.4,Proceed,False
INT004496,APP017737,1,2024-05-17,2024-05-17,Video,Hiring Manager,4.2,Proceed,False
INT004497,APP017737,2,2024-05-27,2024-05-27,Video,Panel,4.5,Proceed,False
INT004498,APP017739,1,2025-11-22,2025-11-22,Video,Hiring Manager,2.0,Reject,False
INT004499,APP017739,2,2025-11-27,2025-11-27,On-site,Panel,2.1,Hold,False
INT004500,APP017743,1,2025-04-26,2025-04-26,Video,Hiring Manager,,Proceed,False
INT004501,APP017746,1,2024-06-05,2024-06-05,Phone,Hiring Manager,3.6,Proceed,False
INT004502,APP017747,1,2025-10-16,2025-10-16,Video,Hiring Manager,3.1,Hold,False
INT004503,APP017750,1,2024-08-06,2024-08-06,Video,Hiring Manager,2.6,Reject,False
INT004504,APP017754,1,2024-12-16,2024-12-16,On-site,Hiring Manager,3.5,Proceed,False
INT004505,APP017755,1,2024-10-02,2024-10-02,Video,Hiring Manager,5.0,Proceed,False
INT004506,APP017758,1,2025-06-21,2025-06-21,Phone,Hiring Manager,2.5,Reject,False
INT004507,APP017758,2,2025-06-27,2025-06-27,On-site,Panel,2.5,Hold,False
INT004508,APP017759,1,2024-07-12,2024-07-12,On-site,Hiring Manager,3.2,Hold,False
INT004509,APP017760,1,2024-02-26,2024-02-26,Video,Hiring Manager,4.4,Proceed,False
INT004510,APP017764,1,2024-04-01,2024-04-01,On-site,Hiring Manager,3.1,Hold,False
INT004511,APP017766,1,2025-09-17,2025-09-17,On-site,Hiring Manager,2.8,Hold,False
INT004512,APP017782,1,2025-03-24,2025-03-24,Video,Hiring Manager,1.3,Reject,False
INT004513,APP017784,1,2024-02-13,2024-02-13,Video,Hiring Manager,3.1,Hold,False
INT004514,APP017791,1,2024-03-09,2024-03-09,Video,Hiring Manager,2.0,Reject,False
INT004515,APP017792,1,2024-01-22,2024-01-22,On-site,Hiring Manager,3.2,Hold,False
INT004516,APP017794,1,2025-01-04,2025-01-04,Video,Hiring Manager,3.5,Proceed,False
INT004517,APP017801,1,2025-01-10,2025-01-10,Video,Hiring Manager,2.2,Reject,False
INT004518,APP017803,1,2024-04-05,2024-04-05,Video,Hiring Manager,3.4,Proceed,False
INT004519,APP017803,2,2024-04-12,2024-04-12,On-site,Panel,3.7,Proceed,False
INT004520,APP017819,1,2025-01-19,2025-01-19,Video,Hiring Manager,2.5,Reject,False
INT004521,APP017824,1,2025-05-17,2025-05-17,Video,Hiring Manager,3.8,Proceed,False
INT004522,APP017827,1,2026-01-16,2026-01-16,Video,Hiring Manager,3.8,Proceed,False
INT004523,APP017829,1,2026-01-01,2026-01-01,Video,Hiring Manager,4.0,Proceed,False
INT004524,APP017830,1,2025-02-19,2025-02-19,Video,Hiring Manager,3.5,Proceed,False
INT004525,APP017841,1,2024-09-01,2024-09-01,Video,Hiring Manager,3.7,Proceed,False
INT004526,APP017851,1,2025-07-29,2025-07-29,On-site,Hiring Manager,2.9,Hold,False
INT004527,APP017855,1,2025-07-26,2025-07-26,On-site,Hiring Manager,3.2,Hold,False
INT004528,APP017855,2,2025-07-31,2025-07-31,On-site,Panel,3.0,Hold,False
